,Holiday - B.1.177,Alpha - B.1.1.7,Delta - B.1.617.2,Omicron - BA.1,Omicron - BA.2,Omicron - BA.2.75,Omicron - BA.4&5,Omicron - BQ.1,Omicron - XBB
135,0.15301835229138305,,,,,,,,
136,0.15921133730353176,,,,,,,,
137,0.16591013810557342,,,,,,,,
138,0.17313106294443514,,,,,,,,
139,0.1808889424168001,,,,,,,,
140,0.1891965764160659,,,,,,,,
141,0.1980641420967686,,,,,,,,
142,0.20749857666771732,,,,,,,,
143,0.21750295268645914,,,,,,,,
144,0.22807586712269767,,,,,,,,
145,0.23921086838470274,,,,,,,,
146,0.2508959474388348,,,,,,,,
147,0.26311311977781315,,,,,,,,
148,0.2758381240636254,,,,,,,,
149,0.2890402606296334,,,,,,,,
150,0.30268238862424823,,,,,,,,
151,0.3167210946095338,,,,,,,,
152,0.33110703811297526,,,,,,,,
153,0.3457854714313271,,,,,,,,
154,0.3606969224481986,,,,,,,,
155,0.37577802093508694,,,,,,,,
156,0.39096244140773706,,,,,,,,
157,0.4061819296250633,,,,,,,,
158,0.4213673757488152,,,,,,,,
159,0.43644989527625455,,,,,,,,
160,0.45136187924674687,,,,,,,,
161,0.46603797782854883,,,,,,,,
162,0.48041598592487134,,,,,,,,
163,0.4944376055044195,,,,,,,,
164,0.5080490664657571,,,,,,,,
165,0.5212015953958087,,,,,,,,
166,0.5338517290866633,,,,,,,,
167,0.5459614766209171,,,,,,,,
168,0.5574983398419562,,,,,,,,
169,0.5684352068485765,,,,,,,,
170,0.5787501366287984,,,,,,,,
171,0.5884260550548106,,,,,,,,
172,0.5974503833117524,,,,,,,,
173,0.6058146195472602,,,,,,,,
174,0.613513893325262,,,,,,,,
175,0.6205465106086478,,,,,,,,
176,0.6269135046543681,,,,,,,,
177,0.6326182056508287,,,,,,,,
178,0.6376658393148205,,,,,,,,
179,0.6420631621255097,,,,,,,,
180,0.6458181385577859,,,,,,,,
181,0.6489396635735716,,,,,,,,
182,0.6514373318688627,,,,,,,,
183,0.6533212538569728,,,,,,,,
184,0.6546019171573221,,,,,,,,
185,0.6552900913913504,,,,,,,,
186,0.6553967733101445,,,,,,,,
187,0.6549331686986761,,,,,,,,
188,0.6539107070211116,,,,,,,,
189,0.6523410844321802,0.01634872294573168,,,,,,,
190,0.6502363304547316,0.017715868158670305,,,,,,,
191,0.647608893421932,0.019374974324797713,,,,,,,
192,0.6444717395771136,0.021363748586113077,,,,,,,
193,0.6408384605815343,0.023726783964914046,,,,,,,
194,0.6367233841228028,0.02651603881808651,,,,,,,
195,0.6321416822685819,0.029791234494316542,,,,,,,
196,0.6271094723178123,0.03362009815838189,,,,,,,
197,0.6216439050551514,0.03807835812435746,,,,,,,
198,0.6157632356360807,0.043249379216594344,,,,,,,
199,0.6094868727616642,0.04922330853331348,,,,,,,
200,0.6028354023897577,0.05609559185225078,,,,,,,
201,0.5958305829601898,0.0639647236296812,,,,,,,
202,0.5884953099787538,0.0729291161249064,,,,,,,
203,0.5808535487722111,0.08308302289303349,,,,,,,
204,0.5729302352917784,0.09451153447398326,,,,,,,
205,0.5647511459338403,0.10728478120761295,,,,,,,
206,0.5563427384435045,0.12145162417422534,,,,,,,
207,0.5477319669952294,0.13703327481236352,,,,,,,
208,0.5389460754839774,0.15401743034212007,,,,,,,
209,0.5300123738349072,0.1723536105333793,,,,,,,
210,0.5209580027256777,0.19195039429139996,,,,,,,
211,0.5118096925072884,0.2126751531446314,,,,,,,
212,0.5025935222316935,0.23435665467789837,,,,,,,
213,0.49333468461783525,0.25679058339698607,,,,,,,
214,0.4840572624845443,0.2797476510283853,,,,,,,
215,0.47478402165972966,0.3029836151189355,,,,,,,
216,0.46553622472355727,0.3262502680691061,,,,,,,
217,0.4563334691550409,0.3493063525079907,,,,,,,
218,0.4471935525934043,0.37192742111265054,,,,,,,
219,0.4381323670377384,0.3939138671154983,,,,,,,
220,0.42916382294295374,0.4150966520540659,,,,,,,
221,0.42029980334319816,0.4353405826755506,,,,,,,
222,0.4115501474051939,0.45454527816435564,,,,,,,
223,0.40292266218034456,0.4726441807102962,,,,,,,
224,0.3944231608168707,0.4896020805377763,,,,,,,
225,0.38605552510549046,0.5054116565636806,,,,,,,
226,0.3778217899723302,0.5200894958494611,,,,,,,
227,0.36972224738093473,0.533671974575121,,,,,,,
228,0.3617555670601007,0.546211284620301,,,,,,,
229,0.35391893149966336,0.5577717917720367,,,,,,,
230,0.3462081827738075,0.5684268260791224,,,,,,,
231,0.3386179788678305,0.5782559377296095,,,,,,,
232,0.3311419573824992,0.5873426041633926,,,,,,,
233,0.3237729046381901,0.5957723441384042,,,,,,,
234,0.3165029284043044,0.6036311788912548,,,,,,,
235,0.30932363260114926,0.6110043757289265,,,,,,,
236,0.30222629247072064,0.6179754119766254,,,,,,,
237,0.29520202878882174,0.6246251043706884,,,,,,,
238,0.2882419797432476,0.6310308585654207,,,,,,,
239,0.28133746912607194,0.6372660038750825,,,,,,,
240,0.27448016945163545,0.6433991886647433,,,,,,,
241,0.2676622585660198,0.6494938213049538,,,,,,,
242,0.2608765682291505,0.655607549969582,,,,,,,
243,0.254116723057507,0.6617917816312326,,,,,,,
244,0.2473772681125297,0.6680912463576086,,,,,,,
245,0.24065378333250464,0.6745436174584255,,,,,,,
246,0.23394298293732163,0.6811792012062133,,,,,,,
247,0.22724279789008506,0.6880207117819686,,,,,,,
248,0.22055243955105652,0.6950831477649289,,,,,,,
249,0.2138724427127272,0.7023737858681665,,,,,,,
250,0.20720468640274703,0.7098923056751406,,,,,,,
251,0.20055239109012746,0.7176310558383565,,,,,,,
252,0.19392009129842336,0.7255754675981558,,,,,,,
253,0.18731358308605195,0.7337046157002434,,,,,,,
254,0.18073984642580854,0.7419919200901871,,,,,,,
255,0.17420694315455876,0.7504059745376932,,,,,,,
256,0.1677238918847479,0.7589114811118793,,,,,,,
257,0.16130052203243395,0.7674702627993859,,,,,,,
258,0.15494730985528804,0.7760423211639648,,,,,,,
259,0.14867520015934588,0.7845869023681284,,,,,,,
260,0.14249541792787568,0.7930635335536386,,,,,,,
261,0.13641927468654558,0.8014329927373214,,,,,,,
262,0.1304579747279604,0.8096581789960003,,,,,,,
263,0.12462242646199684,0.8177048554993783,,,,,,,
264,0.11892306406286934,0.8255422453853488,,,,,,,
265,0.11336968422563132,0.8331434688780709,,,,,,,
266,0.10797130223875229,0.8404858186790743,,,,,,,
267,0.10273603081350302,0.8475508787931051,,,,,,,
268,0.09767098411464303,0.8543244989771145,,,,,,,
269,0.09278220834187323,0.8607966424893592,,,,,,,
270,0.08807463914126856,0.8669611285371696,,,,,,,
271,0.0835520849874456,0.8728152927494875,,,,,,,
272,0.07921723474703413,0.8783595892787021,,,,,,,
273,0.07507168680820087,0.8835971570368569,,,,,,,
274,0.07111599659288004,0.888533370437276,,,,,,,
275,0.06734973890547735,0.8931753922088825,,,,,,,
276,0.0637715815039428,0.8975317427190241,,,,,,,
277,0.06037936637551411,0.9016118970739527,,,,,,,
278,0.05717019553605951,0.9054259182859882,,,,,,,
279,0.05414051861077951,0.9089841321529845,,,,,,,
280,0.051286219990174686,0.912296847269683,,,,,,,
281,0.0486027038920156,0.9153741218016725,,,,,,,
282,0.04608497619096852,0.9182255772775826,,,,,,,
283,0.0437277223189767,0.9208602586355352,,,,,,,
284,0.041525380906250575,0.9232865390206696,,,,,,,
285,0.03947221307498694,0.9255120672878606,,,,,,,
286,0.037562367471082325,0.927543755736772,,,,,,,
287,0.03578994117947332,0.929387805223069,,,,,,,
288,0.03414903668090119,0.9310497643929887,,,,,,,
289,0.032633814988002996,0.9325346193409905,,,,,,,
290,0.03123854503940038,0.9338469094745494,,,,,,,
291,0.02995764939385026,0.9349908647922133,,,,,,,
292,0.02878574624560315,0.9359705591674938,,,,,,,
293,0.02771768775903638,0.9367900736282216,,,,,,,
294,0.026748594772698198,0.9374536630898079,,,,,,,
295,,0.9379659196126809,,,,,,,
296,,0.9383319250809027,,,,,,,
297,,0.9385573863072559,,,,,,,
298,,0.9386487460105885,,,,,,,
299,,0.9386132639109716,,,,,,,
300,,0.9384590633446577,,,,,,,
301,,0.9381951402780171,,,,,,,
302,,0.9378313333276993,,,,,,,
303,,0.9373782552753006,,,,,,,
304,,0.9368471884787783,,,,,,,
305,,0.9362499484006715,,,,,,,
306,,0.9355987210677219,,,,,,,
307,,0.9349058815370371,,,,,,,
308,,0.9341838012857009,,,,,,,
309,,0.9334446528143245,,,,,,,
310,,0.932700219649323,,,,,,,
311,,0.9319617193705773,,,,,,,
312,,0.9312396463416579,,,,,,,
313,,0.9305436395646403,,,,,,,
314,,0.9298823796234597,,,,,,,
315,,0.9292635171257628,,,,,,,
316,,0.9286936335070471,,,,,,,
317,,0.928178233613357,,,,,,,
318,,0.9277217682026518,,,,,,,
319,,0.9273276834521169,,,,,,,
320,,0.9269984937583416,,,,,,,
321,,0.9267358735783634,,,,,,,
322,,0.9265407637726236,,,,,,,
323,,0.9264134878526649,,,,,,,
324,,0.9263538736730033,,,,,,,
325,,0.9263613763989641,,,,,,,
326,,0.9264351989884897,,,,,,,
327,,0.9265744069055762,,,,,,,
328,,0.926778034298787,,,,,,,
329,,0.9270451793980703,,,,,,,
330,,0.9273750873806074,,,,,,,
331,,0.927767219411996,,,,,,,
332,,0.9282213069684369,,,,,,,
333,,0.928737390881211,,,,,,,
334,,0.9293158448120599,,,,,,,
335,,0.92995738306819,,,,,,,
336,,0.9306630528003024,,,,,,,
337,,0.9314342107015157,,,,,,,
338,,0.9322724843435799,,,,,,,
339,,0.9331797182552666,,,,,,,
340,,0.9341579047701113,,,,,,,
341,,0.9352090995505776,,,,,,,
342,,0.9363353215355912,,,,,,,
343,,0.9375384368590135,,,,,,,
344,,0.9388200260487225,,,,,,,
345,,0.9401812335384884,,,,,,,
346,,0.9416225982077965,,,,,,,
347,,0.9431438633082055,,,,,,,
348,,0.9447437637406776,,,,,,,
349,,0.946419788221363,,,,,,,
350,,0.9481679134223838,,,,,,,
351,,0.9499823067143368,,,,,,,
352,,0.9518549936909153,,,,,,,
353,,0.9537754862574207,,,,,,,
354,,0.9557303667608015,,,,,,,
355,,0.9577028234945288,,,,,,,
356,,0.9596721330147703,,,,,,,
357,,0.961613085170362,,,,,,,
358,,0.9634953477277797,,,,,,,
359,,0.9652827691538622,,,,,,,
360,,0.9669326207400573,,,,,,,
361,,0.9683947830990692,,,,,,,
362,,0.9696108874740612,,,,,,,
363,,0.9705134296484889,,,,,,,
364,,0.9710248839260988,,,,,,,
365,,0.9710568570353371,,,,,,,
366,,0.9705093371729058,,,,,,,
367,,0.9692701117999251,0.0029545170829276676,,,,,,
368,,0.9672144489302523,0.0075869420486581775,,,,,,
369,,0.9642051596039946,0.01313870576906229,,,,,,
370,,0.9600931822619314,0.019724045411807757,,,,,,
371,,0.9547188499203392,0.027469792315477526,,,,,,
372,,0.9479140140727487,0.03651423618767429,,,,,,
373,,0.9395051992602723,0.04700508988057786,,,,,,
374,,0.9293179420260558,0.05909632289978789,,,,,,
375,,0.9171824195408452,0.07294364108262913,,,,,,
376,,0.9029403891991609,0.08869843555976793,,,,,,
377,,0.8864533363278675,0.10650011997318848,,,,,,
378,,0.8676115638340686,0.1264669323383941,,,,,,
379,,0.8463437649461926,0.14868550081826393,,,,,,
380,,0.8226264192844844,0.17319975099560872,,,,,,
381,,0.796492176295896,0.20000003575556102,,,,,,
382,,0.7680362804564084,0.229013643994564,,,,,,
383,,0.7374200929385486,0.26009801768017554,,,,,,
384,,0.7048709080957084,0.29303799876290415,,,,,,
385,,0.6706775606286263,0.32754817599160135,,,,,,
386,,0.6351817479885701,0.36328089048017914,,,,,,
387,,0.5987654940696431,0.3998397396122172,,,,,,
388,,0.5618356691124836,0.4367976145430143,,,,,,
389,,0.5248068636892169,0.47371758754106885,,,,,,
390,,0.4880841150680147,0.5101745017234547,,,,,,
391,,0.45204696380105325,0.5457750219360198,,,,,,
392,,0.41703608739522074,0.5801742013083894,,,,,,
393,,0.3833433711123932,0.613087222334858,,,,,,
394,,0.3512058151910991,0.6442957323474525,,,,,,
395,,0.3208032290994321,0.6736489398830268,,,,,,
396,,0.29225929621557484,0.7010602310863873,,,,,,
397,,0.2656453469765758,0.7265004270788976,,,,,,
398,,0.24098606424689223,0.7499889250093861,,,,,,
399,,0.21826634554368202,0.771583889843865,,,,,,
400,,0.19743863209191936,0.791372459497376,,,,,,
401,,0.17843014934308943,0.8094616634773315,,,,,,
402,,0.16114965593578992,0.8259704918475451,,,,,,
403,,0.14549344431285796,0.8410233238341346,,,,,,
404,,0.13135046156861793,0.8547447510624353,,,,,,
405,,0.11860651684795744,0.8672557116968466,,,,,,
406,,0.10714761100457046,0.8786707820091242,,,,,,
407,,0.09686246823831075,0.8890964403687927,,,,,,
408,,0.08764437288427193,0.8986301139431965,,,,,,
409,,0.07939242267004537,0.9073598305050695,,,,,,
410,,0.07201230743210717,0.9153643188641711,,,,,,
411,,0.06541671349670211,0.9227134260538614,,,,,,
412,,0.05952544174485457,0.9294687439823518,,,,,,
413,,0.05426531396457808,0.9356843608043761,,,,,,
414,,0.04956992886806046,0.9414076718586079,,,,,,
415,,0.045379316963916706,0.946680201419542,,,,,,
416,,0.04163953275328356,0.9515383998995959,,,,,,
417,,0.038302213611270064,0.9560143918703554,,,,,,
418,,0.03532412719239661,0.960136658776252,,,,,,
419,,0.03266672312920631,0.9639306468974845,,,,,,
420,,0.03029569999834874,0.9674192963343924,,,,,,
421,,0.028180594813889362,0.9706234908176868,,,,,,
422,,0.026294399485908802,0.973562431216116,,,,,,
423,,0.024613206582517914,0.9762539378798487,,,,,,
424,,0.023115885206678077,0.9787146885468005,,,,,,
425,,0.021783786719981445,0.9809603995469248,,,,,,
426,,0.020600479310370807,0.9830059585473466,,,,,,
427,,0.019551509925891022,0.9848655171641477,,,,,,
428,,0.018624191815381337,0.9865525514974739,,,,,,
429,,0.01780741577727284,0.9880798980993165,,,,,,
430,,0.017091483178880543,0.9894597721310588,,,,,,
431,,0.016467958839696793,0.9907037735819878,,,,,,
432,,0.015929541949897992,0.9918228864665312,,,,,,
433,,0.015469953301881029,0.9928274749555346,,,,,,
434,,0.01508383723533838,0.9937272794739547,,,,,,
435,,,0.9945314149509673,,,,,,
436,,,0.9952483726646913,,,,,,
437,,,0.9958860264967143,,,,,,
438,,,0.9964516439066362,,,,,,
439,,,0.9969519015505169,,,,,,
440,,,0.9973929051904478,,,,,,
441,,,0.9977802133621926,,,,,,
442,,,0.9981188641685145,,,,,,
443,,,0.9984134045312858,,,,,,
444,,,0.9986679212499411,,,,,,
445,,,0.9988860732629288,,,,,,
446,,,0.9990711245797714,,,,,,
447,,,0.9992259774336132,,,,,,
448,,,0.9993532052891293,,,,,,
449,,,0.9994550854218418,,,,,,
450,,,0.9995336308574843,,,,,,
451,,,0.9995906215207943,,,,,,
452,,,0.9996276344901548,,,,,,
453,,,0.9996460732869519,,,,,,
454,,,0.9996471961464479,,,,,,
455,,,0.9996321432211862,,,,,,
456,,,0.9996019626597901,,,,,,
457,,,0.9995576354854331,,,,,,
458,,,0.9995000991715357,,,,,,
459,,,0.9994302697800398,,,,,,
460,,,0.9993490624929342,,,,,,
461,,,0.9992574103335885,,,,,,
462,,,0.999156280844193,,,,,,
463,,,0.9990466904622384,,,,,,
464,,,0.9989297163255262,,,,,,
465,,,0.998806505234141,,,,,,
466,,,0.9986782795112106,,,,,,
467,,,0.9985463395334829,,,,,,
468,,,0.998412062748253,,,,,,
469,,,0.9982768990547083,,,,,,
470,,,0.9981423625040815,,,,,,
471,,,0.9980100193619986,,,,,,
472,,,0.9978814726752504,,,,,,
473,,,0.997758343590339,,,,,,
474,,,0.9976422497785721,,,,,,
475,,,0.9975347814279012,,,,,,
476,,,0.9974374753606926,,,,,,
477,,,0.997351787924916,,,,,,
478,,,0.9972790673796604,,,,,,
479,,,0.9972205265508022,,,,,,
480,,,0.9971772165657085,,,,,,
481,,,0.9971500024844792,,,,,,
482,,,0.9971395416272384,,,,,,
483,,,0.9971462653512357,,,,,,
484,,,0.9971703649574216,,,,,,
485,,,0.9972117823043773,,,,,,
486,,,0.9972702055795585,,,,,,
487,,,0.9973450705266921,,,,,,
488,,,0.9974355672580338,,,,,,
489,,,0.997540652596615,,,,,,
490,,,0.9976590677034363,,,,,,
491,,,0.9977893605557211,,,,,,
492,,,0.9979299126635434,,,,,,
493,,,0.9980789692523273,,,,,,
494,,,0.9982346720066034,,,,,,
495,,,0.998395093373704,,,,,,
496,,,0.9985582713709802,,,,,,
497,,,0.9987222438305471,,,,,,
498,,,0.9988850810529171,,,,,,
499,,,0.9990449159236157,,,,,,
500,,,0.9991999706706277,,,,,,
501,,,0.9993485795983552,,,,,,
502,,,0.9994892073166117,,,,,,
503,,,0.9996204621806575,,,,,,
504,,,0.9997411048594227,,,,,,
505,,,0.9998500521432928,,,,,,
506,,,0.999946376280628,,,,,,
507,,,1.0000293002859209,,,,,,
508,,,1.000098189786743,,,,,,
509,,,1.0001525420684791,,,,,,
510,,,1.000191973034865,,,,,,
511,,,1.0002162028302832,,,,,,
512,,,1.0002250408702122,,,,,,
513,,,1.0002183710039338,,,,,,
514,,,1.000196137494019,,,,,,
515,,,1.0001583324455992,,,,,,
516,,,1.0001049852598525,,,,,,
517,,,1.0000361546241805,,,,,,
518,,,0.9999519234885582,,,,,,
519,,,0.9998523974140088,,,,,,
520,,,0.9997377066137413,,,,,,
521,,,0.999608011937022,,,,,,
522,,,0.9994635149652559,,,,,,
523,,,0.9993044722926965,,,,,,
524,,,0.9991312139432208,,,,,,
525,,,0.9989441657221568,,,,,,
526,,,0.998743875111378,,,,,,
527,,,0.9985310400820336,,,,,,
528,,,0.9983065399212104,,,,,,
529,,,0.9980714668506884,,,,,,
530,,,0.9978271568690852,,,,,,
531,,,0.9975752178930836,,,,,,
532,,,0.9973175529387652,,,,,,
533,,,0.9970563758097774,,,,,,
534,,,0.9967942165926997,,,,,,
535,,,0.9965339142540915,,,,,,
536,,,0.9962785938402225,,,,,,
537,,,0.9960316262432839,,,,,,
538,,,0.9957965692438937,,,,,,
539,,,0.9955770895694686,,,,,,
540,,,0.9953768669875842,,,,,,
541,,,0.9951994829091357,,,,,,
542,,,0.9950482974944356,,,,,,
543,,,0.9949263206894059,,,,,,
544,,,0.9948360838016503,,,,,,
545,,,0.9947795189901119,,,,,,
546,,,0.9947578542435307,,,,,,
547,,,0.9947715309665858,,,,,,
548,,,0.9948201501519499,,,,,,
549,,,0.9949024513464628,,,,,,
550,,,0.995016326357385,,,,,,
551,,,0.9951588670969544,,,,,,
552,,,0.9953264443817008,,,,,,
553,,,0.9955148121495988,,,,,,
554,,,0.9957192296695884,,,,,,
555,,,0.9959345930709871,,,,,,
556,,,0.9961555670073506,,,,,,
557,,,0.9963767074878314,,,,,,
558,,,0.9965925677653711,,,,,,
559,,,0.9967977804980741,,,,,,
560,,,0.9969871109842854,,,,,,
561,,,0.99715547788405,,,,,,
562,,,0.9972979392634977,,,,,,
563,,,0.997409642852943,,,,,,
564,,,0.9974857399594563,,,,,,
565,,,0.9975212624341963,,,,,,
566,,,0.9975109614182007,,,,,,
567,,,0.9974491052583933,,,,,,
568,,,0.9973292319874543,,,,,,
569,,,0.9971438490765874,,,,,,
570,,,0.9968840697532463,,,,,,
571,,,0.9965391709435001,,,,,,
572,,,0.9960960527250078,,,,,,
573,,,0.9955385728954582,,,,,,
574,,,0.9948467226809269,,,,,,
575,,,0.9939956005447409,,,,,,
576,,,0.9929541303964007,,,,,,
577,,,0.9916834583111626,,,,,,
578,,,0.9901349485965834,,,,,,
579,,,0.9882476868126641,,,,,,
580,,,0.9859453864842562,,,,,,
581,,,0.9831325920102806,,,,,,
582,,,0.9796900800263492,-0.00012148437500041358,,,,,
583,,,0.9754693971948691,0.0018683111970494725,,,,,
584,,,0.9702865526010861,0.004773048019588565,,,,,
585,,,0.9639150346154488,0.00895442297156412,,,,,
586,,,0.9560785816194292,0.01489219131070153,,,,,
587,,,0.9464445467901118,0.023205343319664288,,,,,
588,,,0.9346192997172326,0.034664011089981975,,,,,
589,,,0.9201479153239154,0.05018072016150711,,,,,
590,,,0.9025213524844526,0.07076570514741565,,,,,
591,,,0.8811952112327703,0.09743033611729741,,,,,
592,,,0.8556245306826039,0.1310298554051667,,,,,
593,,,0.8253182128584609,0.17205598304307554,,,,,
594,,,0.7899136102347913,0.22042068081669863,,,,,
595,,,0.749265918694181,0.27530239691093583,,,,,
596,,,0.7035386596427087,0.3351325180063901,,,,,
597,,,0.6532731012079952,0.39776339304460184,,,,,
598,,,0.5994105122068154,0.46078756367969675,,,,,
599,,,0.5432466627691672,0.5219105153483389,,,,,
600,,,0.4863147434513069,0.5792604390442494,,,,,
601,,,0.43021607312427834,0.6315578961228293,,,,,
602,,,0.37643705512308434,0.6781345929585931,,,,,
603,,,0.32619566534034355,0.7188423117362779,,,,,
604,,,0.28034877494752,0.7539107293369928,,,,,
605,,,0.23936972679156385,0.7838027681723875,,,,,
606,,,0.20338489448880537,0.8090951928906026,,,,,
607,,,0.17224641584377348,0.8303934765792867,,,,,
608,,,0.14561727732079335,0.8482785076688023,,,,,
609,,,0.12305086107758921,0.8632779337993628,,,,,
