collection_date,pangolin_call
2022-03-21,BA.2
2022-03-22,BA.2
2022-03-20,BA.2
2022-03-21,BA.2.10
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-19,BA.2
2022-03-21,BA.2
2022-03-19,BA.2
2022-03-21,BA.1
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-19,BA.2
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2.9
2022-03-21,BA.2.9
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-20,BA.2.9
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-19,BA.2
2022-03-20,BA.2
2022-03-19,BA.2
2022-03-20,BA.2.1
2022-03-18,BA.2
2022-03-19,BA.2
2022-03-20,BA.2.3
2022-03-20,BA.2.10
2022-03-19,BA.2
2022-03-20,BA.2
2022-03-20,BA.2.9
2022-03-20,Unassigned
2022-03-19,BA.2.29
2022-03-20,BA.2
2022-03-20,Unassigned
2022-03-20,BA.1.1
2022-03-21,Unassigned
2022-03-20,BA.2.1
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-20,BA.1.1
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-20,Unassigned
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-21,Unassigned
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-20,BA.2.41
2022-03-19,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2.1
2022-03-19,Unassigned
2022-03-20,BA.2
2022-03-18,BA.2
2022-03-20,BA.1.1
2022-03-20,XE
2022-03-18,Unassigned
2022-03-20,Unassigned
2022-03-20,BA.2
2022-03-20,BA.2.9
2022-03-20,BA.2
2022-03-20,BA.1.1
2022-03-20,BA.2.22
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,Unassigned
2022-03-20,BA.2.31
2022-03-20,BA.2
2022-03-19,BA.2
2022-03-20,BA.1.17.2
2022-03-19,BA.2
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-20,BA.2.9
2022-03-21,BA.2
2022-03-21,BA.2.10
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-19,BA.2
2022-03-20,BA.2
2022-03-20,BA.1.1
2022-03-20,Unassigned
2022-03-20,Unassigned
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-20,BA.2.3
2022-03-20,BA.2.36
2022-03-20,BA.2.9
2022-03-21,BA.2
2022-03-19,BA.2
2022-03-20,BA.2.36
2022-03-20,BA.2
2022-03-20,BA.1.17
2022-03-21,BA.2.10
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-19,BA.2.12
2022-03-19,BA.2
2022-03-19,BA.2
2022-03-19,BA.2
2022-03-20,BA.2
2022-03-19,BA.2
2022-03-19,BA.2
2022-03-18,BA.2
2022-03-20,BA.2.8
2022-03-19,BA.2
2022-03-20,Unassigned
2022-03-20,BA.2
2022-03-19,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,Unassigned
2022-03-19,BA.2
2022-03-20,BA.2
2022-03-20,Unassigned
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2.18
2022-03-20,BA.1.15.1
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-19,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2.18
2022-03-20,BA.2
2022-03-20,BA.2.1
2022-03-20,BA.1
2022-03-20,BA.2
2022-03-19,BA.1
2022-03-19,BA.2.15
2022-03-20,BA.2
2022-03-19,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,Unassigned
2022-03-20,BA.2.3
2022-03-20,BA.2
2022-03-20,BA.1.1
2022-03-19,BA.2
2022-03-20,BA.2
2022-03-20,BA.1.1
2022-03-21,BA.2
2022-03-21,BA.1.1
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-16,BA.2
2022-03-21,BA.1.1.18
2022-03-21,BA.2
2022-03-22,BA.1.1
2022-03-21,BA.1.17.2
2022-03-21,BA.2
2022-03-20,Unassigned
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-21,Unassigned
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-19,BA.2.1
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-20,BA.2.9
2022-03-21,BA.1.1
2022-03-20,Unassigned
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-21,BA.2.23
2022-03-19,BA.2.36
2022-03-19,BA.1.1
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-19,BA.2.3
2022-03-20,BA.2
2022-03-20,BA.2.37
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2.39
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-20,BA.2.9.1
2022-03-20,BA.2
2022-03-20,BA.2.3
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-21,BA.2.9
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-20,BA.2.23
2022-03-21,BA.2
2022-03-20,BA.2.23
2022-03-20,BA.1.1
2022-03-21,BA.2.9
2022-03-21,BA.2.18
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-20,BA.2.9
2022-03-21,BA.2.3
2022-03-21,BA.2.10
2022-03-21,BA.1.1
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-20,BA.2.9
2022-03-20,BA.2.3
2022-03-21,BA.2.3
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-19,BA.2
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-20,Unassigned
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-21,BA.2.23.1
2022-03-20,BA.2.1
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-20,BA.2.9
2022-03-20,BA.2
2022-03-20,BA.2.9
2022-03-20,BA.2
2022-03-20,BA.2.9
2022-03-21,BA.2.23.1
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-21,BA.2.12
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-20,BA.1.1
2022-03-20,BA.2
2022-03-21,BA.2.3
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-21,Unassigned
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-20,BA.2.3
2022-03-20,BA.2
2022-03-21,BA.2.10
2022-03-20,BA.2
2022-03-21,BA.1.1
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-20,Unassigned
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2.10
2022-03-20,BA.2
2022-03-20,BA.2.23
2022-03-19,BA.2.37
2022-03-19,BA.2
2022-03-20,BA.2.9
2022-03-20,BA.2.18
2022-03-20,BA.1.1
2022-03-19,BA.2.9
2022-03-19,BA.2
2022-03-20,Unassigned
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.1.1
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2.9
2022-03-20,BA.2
2022-03-19,BA.2
2022-03-19,BA.2
2022-03-19,BA.2
2022-03-19,BA.2
2022-03-20,Unassigned
2022-03-21,Unassigned
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-20,BA.1.1
2022-03-21,BA.2.10
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-21,BA.2.3
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2.9
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-20,BA.1.1
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-20,BA.2.9
2022-03-20,BA.2
2022-03-21,BA.2.10
2022-03-20,BA.2
2022-03-21,XE
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-20,XE
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-21,BA.2.23
2022-03-20,BA.2
2022-03-21,BA.1
2022-03-21,BA.2
2022-03-21,BA.2.10
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-20,BA.2.14
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-20,BA.1.1
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-21,BA.1.1
2022-03-21,BA.2.10
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-21,BA.2.9
2022-03-21,BA.2
2022-03-20,BA.2.41
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-20,Unassigned
2022-03-21,BA.1.1
2022-03-21,BA.2
2022-03-21,BA.1.1
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-19,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-19,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-19,BA.2
2022-03-20,BA.1.1
2022-03-20,BA.2
2022-03-19,BA.2.9
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-19,BA.2.16
2022-03-20,BA.1.1
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2.9
2022-03-20,BA.2
2022-03-19,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,Unassigned
2022-03-20,BA.1
2022-03-20,BA.2.10
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-20,BA.2.1
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2.23
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-21,BA.1.1
2022-03-20,BA.1.1
2022-03-20,BA.2.22
2022-03-20,BA.2.3
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-21,Unassigned
2022-03-20,BA.2
2022-03-20,BA.1.1.14
2022-03-19,BA.2
2022-03-19,BA.2
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2.9
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-21,BA.2.9
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-20,Unassigned
2022-03-21,Unassigned
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-21,BA.2.23
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-19,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-19,BA.2.3
2022-03-20,Unassigned
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2.37
2022-03-21,BA.1.15
2022-03-20,BA.2
2022-03-20,Unassigned
2022-03-20,BA.2
2022-03-19,BA.2
2022-03-20,BA.2
2022-03-19,BA.2.18
2022-03-21,BA.2
2022-03-20,BA.1.1.1
2022-03-21,BA.2.8
2022-03-19,BA.2
2022-03-21,BA.1.1
2022-03-21,BA.2
2022-03-19,BA.2
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-19,BA.2
2022-03-20,BA.2
2022-03-19,BA.2
2022-03-21,BA.3
2022-03-21,XE
2022-03-20,BA.2.3
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.1.1
2022-03-20,BA.2.9
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-21,BA.2.9
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-20,BA.2
2022-03-20,BA.2.23
2022-03-21,BA.2.9
2022-03-21,BA.2.3
2022-03-20,BA.2.1
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-19,BA.2
2022-03-20,BA.2.36
2022-03-21,BA.2
2022-03-21,Unassigned
2022-03-20,BA.2
2022-03-21,Unassigned
2022-03-21,BA.2
2022-03-20,BA.1.1
2022-03-21,BA.2.10
2022-03-21,Unassigned
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-21,BA.2.37
2022-03-20,BA.2.12
2022-03-21,BA.2
2022-03-21,Unassigned
2022-03-21,XE
2022-03-20,BA.2
2022-03-20,BA.2
2022-03-21,BA.2.10
2020-12-27,B.1.1.7
2020-12-28,B.1.1.7
2020-12-28,B.1.1.7
2020-12-28,B.1.1.7
2020-12-28,B.1.1.7
2020-12-28,B.1.1.7
2020-12-28,B.1.1.7
2020-12-28,B.1.1.7
2020-12-27,B.1.1.7
2020-12-28,B.1.1.7
2020-12-27,B.1.177
2020-12-29,B.1.1.7
2020-12-29,L.3
2020-12-28,B.1.1.7
2020-12-28,B.1.1.7
2020-12-29,B.1.1.7
2020-12-29,B.1.177
2020-12-28,B.1.1.7
2020-12-29,B.1.1.7
2020-12-29,B.1.1.7
2020-12-29,B.1.1.7
2020-12-29,B.1.1.7
2021-02-20,B.1.1.7
2021-03-11,B.1.1.7
2021-04-01,B.1.1.7
2021-04-07,B.1.1.7
2022-03-21,BA.2
2022-03-22,BA.2.23
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-22,BA.2.3
2022-03-21,BA.2
2022-03-21,BA.2.9
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-22,BA.2
2022-03-22,BA.2
2022-03-22,BA.2.37
2022-03-22,BA.2.3
2022-03-21,BA.1.1.15
2022-03-22,BA.2
2022-03-22,BA.2
2022-03-21,BA.2
2022-03-22,BA.2.23
2022-03-21,BA.2
2022-03-21,BA.1.1.15
2022-03-21,BA.2
2022-03-21,BA.1.1
2022-03-21,BA.2.37
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-26,BA.2
2022-03-26,BA.2
2022-03-26,BA.2
2022-03-26,BA.1.17.2
2022-03-26,BA.2
2022-03-26,BA.2
2022-03-26,BA.2.10
2022-03-24,BA.2
2022-03-23,BA.2
2022-03-22,BA.1.1.18
2022-03-22,BA.2
2022-03-23,BA.2
2022-03-24,BA.2
2022-03-24,BA.2
2022-03-23,BA.2
2022-03-23,BA.2
2022-03-22,BA.2
2022-03-21,BA.2
2022-03-22,BA.2.8
2022-03-23,BA.2.2
2022-03-24,BA.2
2022-03-23,BA.2
2022-03-24,BA.2
2022-03-24,BA.2
2022-03-24,BA.2.37
2022-03-23,BA.1.1
2022-03-24,BA.2
2022-03-25,BA.2
2022-03-24,BA.2
2022-03-24,BA.2
2022-03-24,BA.2
2022-03-24,BA.2.18
2022-03-24,BA.2
2022-03-24,BA.2.37
2022-03-24,BA.2.18
2022-03-24,BA.2
2022-03-24,BA.2
2022-03-24,BA.2
2022-03-25,BA.1.1
2022-03-24,BA.2
2022-03-24,BA.2
2022-03-23,BA.2
2022-03-24,BA.2
2022-03-25,BA.2.8
2022-03-25,BA.2
2022-03-24,BA.2
2022-03-25,BA.2
2022-03-24,BA.2
2022-03-24,BA.2
2022-03-24,BA.2
2022-03-24,BA.2
2022-03-28,BA.2.3
2022-03-27,BA.2
2022-03-28,BA.2
2022-03-27,BA.2
2022-03-27,BA.2
2022-03-28,BA.1.1
2022-03-24,BA.2.3
2022-03-25,BA.2
2022-03-26,BA.2
2022-03-25,BA.2
2022-03-25,BA.2
2022-03-26,BA.2.9.5
2022-03-26,BA.2.3
2022-03-26,BA.2.37
2022-03-25,BA.2
2022-03-26,BA.2.8
2022-03-26,BA.2
2022-03-26,BA.2
2022-03-26,BA.2
2022-03-26,BA.2.8
2022-03-25,BA.2.3
2022-03-24,BA.1.1.16
2022-03-25,BA.2
2022-03-26,BA.2.23
2022-03-25,BA.2
2022-03-26,BA.2
2022-03-27,BA.2
2022-03-27,BA.2
2022-03-24,BA.2.6
2022-03-25,BA.2
2022-03-25,BA.2
2022-03-25,BA.2
2022-03-25,BA.2.1
2022-03-25,BA.2
2022-03-25,BA.2
2022-03-26,BA.2.3
2022-03-26,BA.2.23
2022-03-25,BA.2
2022-03-25,BA.2
2022-03-26,BA.2.3
2022-03-25,BA.2
2022-03-25,BA.2
2022-03-26,BA.2
2022-03-22,BA.2.37
2022-03-23,BA.2
2022-03-23,BA.2
2022-03-22,BA.2.8
2022-03-22,BA.2
2022-03-22,BA.2
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-22,BA.2
2022-03-22,BA.2.8
2022-03-22,BA.2
2022-03-23,BA.1.1
2022-03-22,BA.2
2022-03-23,BA.2
2022-03-22,BA.2
2022-03-22,BA.2
2022-03-23,BA.2
2022-03-22,BA.2
2022-03-24,BA.1.1
2022-03-22,BA.2
2022-03-22,BA.2.9
2022-03-24,BA.1.1.13
2022-03-23,BA.2.23
2022-03-23,BA.2
2022-03-25,BA.2
2022-03-25,BA.2.8
2022-03-24,BA.2
2022-03-25,BA.2
2022-03-24,BA.1
2022-03-23,BA.2
2022-03-25,BA.2
2022-03-24,BA.2
2022-03-25,BA.2.3
2022-03-23,BA.2.23
2022-03-23,BA.2
2022-03-24,BA.2
2022-03-25,BA.2
2022-03-23,BA.2
2022-03-23,BA.2
2022-03-23,BA.2
2022-03-23,BA.2
2022-03-26,BA.2.9
2022-03-26,BA.2.10.1
2022-03-26,BA.2
2022-03-26,BA.2.10.1
2022-03-25,BA.2
2022-03-26,BA.2
2022-03-26,BA.2.3
2022-03-26,BA.2.10.1
2022-03-27,BA.2
2022-03-27,BA.2
2022-03-26,XR
2022-03-27,BA.2
2022-03-27,BA.2
2022-03-27,BA.2.9
2022-03-27,BA.2
2022-03-27,BA.2
2022-03-27,BA.2
2022-03-27,BA.2
2022-03-27,BA.2
2022-03-27,BA.1.1
2022-03-26,BA.2.18
2022-03-27,BA.2
2022-03-26,BA.2
2022-03-27,BA.2
2022-03-27,BA.2.23
2022-03-27,BA.2
2022-03-27,BA.2
2022-03-27,BA.2
2022-03-27,BA.2
2022-03-26,BA.2
2022-03-27,BA.1.1.15
2022-03-26,BA.2
2022-03-27,BA.1.1
2022-03-27,BA.2
2022-03-27,BA.2.22
2022-03-27,BA.2
2022-03-28,BA.2
2022-03-28,BA.2.36
2022-03-28,BA.2
2022-03-27,BA.2.9
2022-03-28,BA.2
2022-03-27,BA.2
2022-03-29,BA.2
2022-03-29,BA.2
2022-03-28,BA.2
2022-03-28,BA.2
2022-03-28,BA.2.3
2022-03-29,BA.2
2022-03-23,BA.2
2022-03-22,BA.2
2022-03-22,BA.2.18
2022-03-23,BA.2.37
2022-03-23,BA.2
2022-03-22,BA.2
2022-03-22,BA.2.23
2022-03-22,BA.2
2022-03-22,BA.2.23
2022-03-22,BA.2.23
2022-03-22,BA.2
2022-03-22,BA.2
2022-03-22,BA.2
2022-03-22,BA.2
2022-03-22,BA.2
2022-03-23,BA.2
2022-03-22,BA.2
2022-03-24,BA.2
2022-03-22,BA.2
2022-03-23,BA.2
2022-03-23,BA.2
2022-03-22,BA.2
2022-03-23,BA.2
2022-03-22,BA.2
2022-03-22,BA.2.23
2022-03-23,BA.2
2022-03-23,BA.2
2022-03-24,BA.2.23
2022-03-24,BA.2.8
2022-03-23,BA.2
2022-03-24,BA.2
2022-03-24,BA.2
2022-03-24,BA.2.9
2022-03-23,BA.2
2022-03-23,BA.2.23
2022-03-23,BA.2.23
2022-03-24,BA.1.1
2022-03-23,BA.2
2022-03-24,BA.2
2022-03-23,BA.2
2022-03-23,BA.2
2022-03-23,BA.1.1
2022-03-23,BA.2
2022-03-24,BA.2
2022-03-22,BA.2
2022-03-22,BA.2.10
2022-03-23,BA.2
2022-03-23,BA.2
2022-03-23,BA.2
2022-03-24,BA.2
2022-03-23,BA.2
2022-03-23,BA.2
2022-03-24,BA.2
2022-03-22,BA.1.1
2022-03-24,BA.2
2022-03-23,BA.2
2022-03-23,BA.2
2022-03-24,BA.2
2022-03-25,BA.2
2022-03-24,BA.2
2022-03-24,BA.2
2022-03-24,BA.2.23
2022-03-25,BA.2.9
2022-03-24,BA.2
2022-03-24,BA.2.9
2022-03-24,BA.2
2022-03-25,BA.2
2022-03-26,BA.1.15
2022-03-25,BA.1.1
2022-03-26,BA.2.23
2022-03-25,BA.2
2022-03-26,BA.2
2022-03-26,BA.2.23
2022-03-24,BA.2
2022-03-26,BA.2
2022-03-25,BA.2
2022-03-26,BA.2.9
2022-03-25,BA.2
2022-03-24,BA.2
2022-03-25,BA.2
2022-03-26,BA.2
2022-03-26,BA.2
2022-03-26,BA.2.23
2022-03-25,BA.2
2022-03-26,BA.2
2022-03-23,BA.2.23
2022-03-25,BA.2
2022-03-26,BA.2
2022-03-26,BA.2
2022-03-23,BA.2
2022-03-22,BA.2
2022-03-23,BA.2
2022-03-23,BA.2
2022-03-23,BA.1.1
2022-03-24,BA.2.9
2022-03-23,BA.1.1
2022-03-23,BA.2
2022-03-24,BA.2
2022-03-24,BA.2.9
2022-03-23,BA.1.1
2022-03-23,BA.2
2022-03-23,BA.2
2022-03-23,BA.2
2022-03-23,BA.1.1
2022-03-23,BA.2
2022-03-24,BA.2
2022-03-23,BA.2
2022-03-24,BA.2
2022-03-24,BA.2
2022-03-24,BA.2.3
2022-03-24,BA.1.1
2022-03-24,BA.1.1
2022-03-24,BA.1.1
2022-03-24,BA.2
2022-03-24,BA.2.9
2022-03-24,BA.2.9
2022-03-23,BA.2.23
2022-03-24,BA.2.3
2022-03-24,BA.2
2022-03-23,BA.2
2022-03-23,BA.2
2022-03-24,BA.2.9
2022-03-23,BA.2
2022-03-24,BA.2.39
2022-03-23,BA.2.36
2022-03-23,BA.2
2022-03-24,BA.2.9
2022-03-24,BA.1.1.14
2022-03-24,BA.1.1.14
2022-03-24,BA.2.8
2022-03-23,BA.2
2022-03-24,BA.2.37
2022-03-23,BA.2
2022-03-24,BA.2
2022-03-23,BA.2.23
2022-03-23,BA.2
2022-03-23,BA.2.1
2022-03-23,BA.2.1
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-22,BA.2.9
2022-03-22,BA.2.8
2022-03-22,BA.2
2022-03-22,BA.2
2022-03-23,BA.2.23
2022-03-22,BA.2
2022-03-22,BA.2.3
2022-03-21,BA.2
2022-03-21,BA.1.17.2
2022-03-22,BA.2
2022-03-23,BA.2.8
2022-03-22,BA.1.1.12
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-22,BA.2
2022-03-22,BA.2
2022-03-22,BA.2
2022-03-21,BA.2
2022-03-25,BA.2.3
2022-03-26,BA.2
2022-03-26,BA.2
2022-03-26,BA.2
2022-03-26,BA.2
2022-03-25,BA.2
2022-03-25,BA.2
2022-03-26,BA.2.9
2022-03-25,BA.2
2022-03-27,BA.2
2022-03-25,BA.2
2022-03-26,BA.2
2022-03-26,BA.2
2022-03-27,BA.2
2022-03-28,BA.2.22
2022-03-27,BA.2
2022-03-28,BA.2
2022-03-27,BA.2
2022-03-27,BA.2.1
2022-03-28,BA.1.1
2022-03-27,BA.2.37
2022-03-26,BA.2
2022-03-27,BA.2
2022-03-26,BA.2.3
2022-03-26,BA.2
2022-03-26,BA.2.37
2022-03-23,BA.2
2022-03-22,BA.2
2022-03-22,BA.2
2022-03-23,BA.2
2022-03-22,BA.2.37
2022-03-22,BA.1.1.15
2022-03-22,BA.1.1
2022-03-23,BA.2.10
2022-03-21,BA.2
2022-03-21,BA.2
2022-03-22,BA.2
2022-03-22,BA.2
2022-03-23,BA.2.10
2022-03-22,BA.2
2022-03-21,BA.1.1
2022-03-25,BA.2
2022-03-26,BA.2
2022-03-26,BA.2
2022-03-25,BA.2
2022-03-26,BA.2
2022-03-25,BA.2
2022-03-26,BA.2
2022-03-26,BA.2
2022-03-26,BA.2
2022-03-25,BA.2
2022-03-26,BA.2.4
2022-03-26,BA.2.23
2022-03-26,BA.2
2022-03-24,BA.2
2022-03-22,BA.2
2022-03-22,BA.2
2022-03-29,BA.2
2022-03-29,BA.2
2022-03-28,BA.1.1
2022-03-29,BA.2
2022-03-27,BA.2.1
2022-03-22,BA.2
2022-03-28,BA.1.1.12
2022-03-27,BA.2
2022-03-27,BA.2
2022-03-28,BA.2
2022-03-25,BA.1.1
2022-03-25,BA.2.48
2022-03-24,BA.2.9
2022-03-25,BA.2
2022-03-25,BA.2.9
2022-03-24,BA.2
2022-03-25,BA.2
2022-03-24,BA.2.56
2022-03-25,BA.2.23
2022-03-24,BA.2
2022-03-24,BA.2
2022-03-24,BA.2
2022-03-25,BA.2
2022-03-25,BA.2
2022-03-24,BA.2
2022-03-24,BA.2
2022-03-24,BA.2
2022-03-25,BA.2
2022-03-25,BA.2
2022-03-24,BA.2
2022-03-24,BA.2.8
2022-03-24,BA.2
2022-03-24,BA.2
2022-03-24,BA.2
2022-03-24,BA.1.1
2022-03-24,BA.2
2022-03-25,BA.2
2022-03-25,BA.2
2022-03-24,BA.2
2022-03-24,BA.2
2022-03-25,BA.2.31
2022-03-25,BA.2
2022-03-25,BA.2
2022-03-24,BA.2
2022-03-24,BA.2
2022-03-26,BA.2.9.5
2022-03-26,BA.2
2022-03-25,BA.2.58
2022-03-26,BA.2
2022-03-25,BA.2
2022-03-25,BA.2
2022-03-26,BA.2
2022-03-25,BA.2
2022-03-26,BA.2
2022-03-25,BA.2
2022-03-25,BA.2
2022-03-26,BA.2.9
2022-03-23,BA.2
2022-03-22,BA.2
2022-03-22,BA.2
2022-03-22,BA.2
2022-03-22,BA.2
2022-03-22,BA.2
2022-03-23,BA.2
2022-03-23,BA.2
2022-03-23,BA.2
2022-03-23,BA.2
2022-03-23,BA.2
2022-03-23,BA.2
2022-03-22,BA.2.10
2022-03-22,BA.2
2022-03-23,BA.2
2022-03-27,BA.2
2022-03-27,BA.2
2022-03-26,BA.2
2022-03-26,BA.2.37
2022-03-27,BA.2.9
2022-03-27,BA.2
2022-03-21,BA.2.9
2022-03-22,BA.2
2022-03-22,BA.2
